,1.jpg,2.jpg,3.jpg,4.jpg,5.jpg,6.jpg,7.jpg,8.jpg
0,80.37344228466945,40.51535030748536,48.92509680394834,49.83145123895608,58.3195235952554,88.0,66.87916225473853,95.84610881782396
